sentence,translation
我的岁数比别人大，个子也高，站在同学里象匹长脖鹿。,"I'm older than other people, and I'm tall. When I stand among my classmates, I'm like a giraffe."
他年约四十，生得像只长脖鹿，脑袋不大，脖子挺长。,"He is around 40 and looks like a giraffe; his head is not big, and his neck is quite long."
缅甸为啥称呼中国为「德佑」，「德佑」是什么意思？,"Why does Myanmar call China ""Deyou""; what does ""Deyou"" mean?"
我们是缅甸华裔青年，我们关注了近日缅甸出现「反德佑」文章登报相关事宜。,"We are the ethnic Chinese youth of Burma, we have paid attention to events related to Myanmar's recent publication of an ""anti-Deyou"" article."
谁说我们缅甸「德佑」（华侨华人）是剥削者？野蛮人？,"Who says that us Myanmar ""Deyou"" (overseas Chinese) are exploiters? savages?"
入口丰满但软滑，舌头四川胡椒结构明显，重温酒香感受，单宁细腻已经可饮用。,
我们的努力全部木大。,Our efforts were in vain.
我现在亦代表商界「追数」，看看特首何时可以「交数」。,"I'm now representing the business sector to demand that the promise be fulfilled, and see when could the Chief Executive honour his promises."
「施密尔舒」指出，德国人认为，苏联战俘所在区域的营房「卫生条件极差」。,"SMERSH [officials] point out that the Germans believed the quarters detaining Soviet prisoners of war have ""extremely bad sanitary condition""."
今次真系执返身彩啊。,
那妇人满身珠光宝气地赴宴，引起众人的注目。,That woman went to the banquet dripped in jewels and attaracted everyone's attention.
这次只是无心之失而已，希望您大人有大量，原谅他吧。,This was just an unintentional mistake. I hope that you won't bear a grudge and forgive him.
就这地方，我听说过，一杯什么可乐儿，十好几块钱。,"At this place, I heard that a cup of coke is almost twenty bucks."
该人勿大响个。,This person doesn't speak much.
明朝落雨个闲话我勿去公园。,"If it rains tomorrow, I will not go to the park."
我嘴巴干得吃勿消了。,My mouth is unbearably dry.
干部面对失误应当敢于承担责任，不谈条件、不讲价钱、不扯客观、不找理由。,"In the face of mistakes, cadres should dare to take responsibility without talking about conditions, bargaining, and without resorting to arguing about objectivity irresponsibly or finding excuses.)"
你从没真正了解过事情全部，还扯客观！？,"You've never really investigated the entirety of the matter, and still (dare to) talk about objectivity (to explain things)!?"
他捏拳头想打人。,"He clenched his fist, planning to beat someone up."
房企爆雷潮下如何自救？,How to save oneself amid the real estate industry (mass) default crisis?
无代志矣，欲走会当走矣，予人奸随人矣。,"All right. It's OK to leave if he wants, up to him."
只有谢苍生和陈先生死口不说话，不肯合作。,Only Xie Cangsheng and Mr. Chan refused to speak and were unwilling to cooperate.
上海帮香港个气候是勿一样个。,The climate of Hong Kong and Shanghai are different.
你这游方的和尚，便是有些油嘴滑舌的说话。,
我在想，新加坡的环境及机遇才是留住华裔马劳的主因。,"In my opinion, Singapore's environment and opportunity is the main reason for retaining Chinese Malaysian workers."
客踏入轿扛内，退行入轿，坐定，轿夫起膊。,"The visitor steps in between the shafts, and moves backward and sits down in the sedan, and the bearers raise it up on their shoulders."
你买这欲创啥？咱兜少缺。,You bought this for what? Our house isn't lacking.
林家实没了人口，纵有也是极远的族中，也都不在苏州住，各省流寓不定。,
好个美人！真像个病西施了。,What a beauty! She really resembles a sick Xishi.
即因为赤党要实行共产主义于二十年之后。,It is because the communist party wants to implement communism after twenty years.
伊做啥要寻我？,Why is he looking for me?
目前，犯罪分子已经陷入了人民战争的汪洋大海之中。,
济川连问外面何人？他才大大方方的走了进来。,Jichuan asked who was outside. Then he walked in calmly.
「伊斯兰国」还依据「古例」，向占领区的「异教徒」征收「吉兹亚」或人头税。,"Moreover, the ""Islamic State"" taxes ""jizya"" or poll tax on ""infidels"" in their occupation zones in accordance to ""old traditions""."
街路人塞塞。,The people on the streets are plentiful.
边个响我全朵？,Who said my full name out loud?
艾滋病阻断药最佳服用时间为发生高危行为后的72小时内。,The optimal timing to take PEP is within 72 hours after high-risk exposure.
本地人苏格用马来盏辣椒炒笔带。,Locals like to stir-fry stink beans with belacan and chilli.
以色列，真特别，攀过节，上帝设，头生灭，手段烈？门糊血，得分别。,"Israel is quite special. Passover was established by God. The firstborn was slain; was the method cruel? The door was painted with blood, and they were distinguished."
伊食物件计计有节量。,He eats all things with restrictions.
你讲伊会予我钱？节高咧！,You say he's going to give me money? You wish!
你讲伊会予我钱？节高节咧！,You say he's going to give me money? You wish!
你照实说现在的情况吧。,Tell me the situation now according to the facts.
这件代志你着爱照实讲。,You have to talk about this affair according to the facts.
子女懒洋洋，做父母的不抵颈，自然处处帮他们着想。,
哎呀，不要酱子嘛。,"C'mon, don't be like this."
对，就是酱子。,"That's right, just like this."
苏门他拉，此为长岛，与牙瓦岛以孙他海峡相隔。,"Sumatra is the ""long island"", and is separated from Java by the Sunda Strait."
伊英文律律叫。,He speaks English fluently.
伊英文律律吼。,He speaks English fluently.
这领衫穿甲不答不七，真歹看。,"These clothes were worn so unpresentably, so ugly."
这领衫穿甲不八不七，真歹看。,"These clothes were worn so unpresentably, so ugly."
伊变甲按呢生，是我不意中的。,His becoming like this was unexpected for me.
铁线留落来，不接一仔通用。,"Keep the iron wire, and it can be used at unexpected moments."
伊按呢咧创治人，我看了真不目。,Seeing him bully people like that makes me angry.
你食甲遮大汉，犹遮尔不着题。,"He's already all grown up, and he's still so unsteady and undependable."
你食甲遮大汉，犹遮尔不着落。,"He's already all grown up, and he's still so unsteady and undependable."
我在许图书馆里向。,I am in the library.
老张有垃屋里。,Lao Zhang is at home.
（旦作惊喜，欲言又止介）（背想）这生素昧平生，何因到此？,"(Pleased but abashed, about to speak but pausing, sunk in meditation, speaking aside)
I have never seen him before.
How can I know what he is coming for?"
令弟学英国话不？,Does your brother learn English?
自己都会笑称自己系一个「铁胶」,"I would jokingly call myself a ""train nerd"""
可恶，被摆了一道！,"Damn, we've been set up!"
今四海扰攘之时，正当借田猎以讲武。,
也有病人坐关爱座都受审，结果关爱座被指已变质为「批斗座」。,"Even some patients who sit in priority seats can become targets of cyberbullying. In the end, some criticised that priority seats have become ""struggle seats""."
